caseid,sex,total_children,age,age_at_first_birth,religion_importance,income_family,occupation,education,partner_education,partner_sex,region,pop_center,decade_first_birth,age_group,age_at_first_birth_group,child,education_level,partner_education_level
18503,Female,0,60.3,NA,Very important,"$100,000 to $ 124,999","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...","University certificate, diploma or degree above the ba...",Male,Ontario,Larger urban population centres (CMA/CA),NA,60,NA,0,University Graduate,University Graduate
18504,Female,0,28.2,NA,Not at all important,"$75,000 to $99,999",Sales and service occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","College, CEGEP or other non-university certificate or d...",Male,Ontario,Larger urban population centres (CMA/CA),NA,25,NA,0,University Undergraduate,College / Trade
18505,Female,1,30.3,25.8,Very important,"$100,000 to $ 124,999",Sales and service occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Prairie region,Larger urban population centres (CMA/CA),2000,30,25,1,University Undergraduate,University Undergraduate
18507,Female,2,31.2,25.2,Not very important,"$75,000 to $99,999","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,Trade certificate or diploma,Male,Quebec,Larger urban population centres (CMA/CA),2000,30,25,1,HS or less,College / Trade
18509,Female,0,30.4,NA,Somewhat important,"$125,000 and more","Business, finance, and administration occupations","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,30,NA,0,University Undergraduate,NA
18511,Female,3,72.1,NA,Not very important,"$75,000 to $99,999",NA,High school diploma or a high school equivalency certificate,"University certificate, diploma or degree above the ba...",No Partner,Ontario,Larger urban population centres (CMA/CA),NA,70,NA,1,HS or less,University Graduate
18512,Female,3,49.9,19.7,Not very important,"$75,000 to $99,999","Occupations in education, law and social, community and ...",High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,Quebec,Rural areas and small population centres (non CMA/CA),1970,45,15,1,HS or less,HS or less
18513,Female,0,26.4,NA,Not at all important,"$75,000 to $99,999",Natural and applied sciences and related occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Prairie region,Rural areas and small population centres (non CMA/CA),NA,25,NA,0,University Undergraduate,NA
18518,Female,3,78.5,19.6,Very important,"$100,000 to $ 124,999",NA,Trade certificate or diploma,Trade certificate or diploma,Male,Quebec,Larger urban population centres (CMA/CA),NA,75,15,1,College / Trade,College / Trade
18519,Female,6,59.8,NA,Very important,"$125,000 and more","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Quebec,Larger urban population centres (CMA/CA),NA,55,NA,1,University Graduate,University Undergraduate
18523,Female,2,72.6,27.5,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),1960,70,25,1,HS or less,NA
18526,Female,2,53.3,26.5,Very important,"Less than $25,000",NA,Less than high school diploma or its equivalent,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),1980,50,25,1,HS or less,NA
18527,Female,0,22.8,NA,Not at all important,"Less than $25,000","Occupations in art, culture, recreation and sport","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",University certificate or diploma below the bachelor's level,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,20,NA,0,University Undergraduate,University Undergraduate
18529,Female,3,61.8,18,Very important,"$50,000 to $74,999",NA,"College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",Male,Ontario,Rural areas and small population centres (non CMA/CA),1960,60,15,1,College / Trade,College / Trade
18531,Female,2,63.2,26.2,Somewhat important,"$75,000 to $99,999","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),1970,60,25,1,University Graduate,NA
18533,Female,2,73.7,22.6,Very important,"$25,000 to $49,999",NA,"College, CEGEP or other non-university certificate or di...",NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),NA,70,20,1,College / Trade,NA
18534,Female,1,42.7,40.3,Not very important,"$125,000 and more",Health occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,British Columbia,Larger urban population centres (CMA/CA),2000,40,40,1,University Undergraduate,University Undergraduate
18538,Female,1,78.8,24.8,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,Less than high school diploma or its equivalent,Male,Atlantic region,Larger urban population centres (CMA/CA),NA,75,20,1,HS or less,HS or less
18539,Female,4,78.1,23.3,Very important,"Less than $25,000",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,75,20,1,HS or less,NA
18540,Female,0,21.8,NA,Not very important,"Less than $25,000",Natural and applied sciences and related occupations,High school diploma or a high school equivalency certificate,NA,No Partner,Quebec,Rural areas and small population centres (non CMA/CA),NA,20,NA,0,HS or less,NA
18541,Female,3,80,24.8,Very important,"$25,000 to $49,999",NA,"University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Ontario,Larger urban population centres (CMA/CA),NA,80,20,1,University Graduate,University Undergraduate
18542,Female,1,28.7,27.3,Somewhat important,"$50,000 to $74,999",Health occupations,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Atlantic region,Prince Edward Island,2000,25,25,1,College / Trade,HS or less
18543,Female,2,67.6,22,Somewhat important,"$125,000 and more",Occupations in manufacturing and utilities,High school diploma or a high school equivalency certificate,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),1960,65,20,1,HS or less,NA
18544,Female,5,36.7,21.5,Very important,"$25,000 to $49,999","Occupations in education, law and social, community and ...","College, CEGEP or other non-university certificate or di...",NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),1990,35,20,1,College / Trade,NA
18545,Female,1,44.8,23.5,Very important,"$125,000 and more",Management occupations,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Ontario,Larger urban population centres (CMA/CA),1980,40,20,1,College / Trade,HS or less
18547,Female,2,80,25.9,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,80,25,1,HS or less,NA
18549,Female,1,76.8,24.1,Not very important,"$75,000 to $99,999",NA,"University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Prairie region,Larger urban population centres (CMA/CA),NA,75,20,1,University Graduate,University Undergraduate
18550,Female,2,77.8,19.4,Somewhat important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,High school diploma or a high school equivalency certi...,Male,Prairie region,Rural areas and small population centres (non CMA/CA),NA,75,15,1,HS or less,HS or less
18551,Female,3,65.6,NA,Very important,"$50,000 to $74,999",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","University certificate, diploma or degree above the ba...",Male,Atlantic region,Larger urban population centres (CMA/CA),NA,65,NA,1,University Undergraduate,University Graduate
18552,Female,0,65.7,NA,Somewhat important,"$50,000 to $74,999",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,65,NA,0,University Undergraduate,NA
18554,Female,0,47.7,NA,Not at all important,"Less than $25,000",NA,University certificate or diploma below the bachelor's level,NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,45,NA,0,University Undergraduate,NA
18555,Female,0,16.8,NA,Very important,"$125,000 and more",Sales and service occupations,Less than high school diploma or its equivalent,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,15,NA,0,HS or less,NA
18556,Female,0,19.8,NA,Not at all important,"$100,000 to $ 124,999",Sales and service occupations,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,15,NA,0,College / Trade,NA
18557,Female,2,54.4,29.9,Not very important,"$50,000 to $74,999",Health occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Atlantic region,Prince Edward Island,1980,50,25,1,University Undergraduate,NA
18558,Female,0,62.5,NA,Somewhat important,"Less than $25,000",NA,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,60,NA,0,College / Trade,NA
18560,Female,7,68.4,NA,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,Less than high school diploma or its equivalent,Male,Ontario,Larger urban population centres (CMA/CA),NA,65,NA,1,HS or less,HS or less
18563,Female,0,39.7,NA,Not at all important,"$50,000 to $74,999","Occupations in education, law and social, community and ...","College, CEGEP or other non-university certificate or di...",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,35,NA,0,College / Trade,NA
18564,Female,0,64.8,NA,Somewhat important,"$25,000 to $49,999",NA,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,60,NA,0,College / Trade,NA
18569,Female,2,24.3,21.2,Not at all important,"$125,000 and more",NA,High school diploma or a high school equivalency certificate,Less than high school diploma or its equivalent,Male,Prairie region,Larger urban population centres (CMA/CA),2000,20,20,1,HS or less,HS or less
18570,Female,3,40.7,NA,Somewhat important,"$75,000 to $99,999",Management occupations,"University certificate, diploma or degree above the bach...",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,40,NA,1,University Graduate,NA
18571,Female,2,36.9,21.1,Somewhat important,"$75,000 to $99,999","Occupations in art, culture, recreation and sport",Less than high school diploma or its equivalent,Trade certificate or diploma,Male,British Columbia,Rural areas and small population centres (non CMA/CA),1990,35,20,1,HS or less,College / Trade
18572,Female,3,56.9,19.7,Very important,"$75,000 to $99,999",Sales and service occupations,"College, CEGEP or other non-university certificate or di...",Trade certificate or diploma,Male,Atlantic region,Larger urban population centres (CMA/CA),1970,55,15,1,College / Trade,College / Trade
18573,Female,0,21.6,NA,Very important,"$25,000 to $49,999",Sales and service occupations,Less than high school diploma or its equivalent,Less than high school diploma or its equivalent,No Partner,Ontario,Rural areas and small population centres (non CMA/CA),NA,20,NA,0,HS or less,HS or less
18574,Female,1,33.6,32.8,Somewhat important,"$125,000 and more","Occupations in education, law and social, community and ...",University certificate or diploma below the bachelor's level,Trade certificate or diploma,Male,Prairie region,Rural areas and small population centres (non CMA/CA),2000,30,30,1,University Undergraduate,College / Trade
18576,Female,2,36.7,30,Not very important,"$125,000 and more","Business, finance, and administration occupations","University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,British Columbia,Larger urban population centres (CMA/CA),2000,35,30,1,University Graduate,University Undergraduate
18578,Female,1,51,24.8,Very important,"$125,000 and more","Occupations in education, law and social, community and ...","College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Prairie region,Larger urban population centres (CMA/CA),1980,50,20,1,College / Trade,HS or less
18579,Female,3,70.7,25,Very important,"$25,000 to $49,999",NA,"College, CEGEP or other non-university certificate or di...",Less than high school diploma or its equivalent,Male,Ontario,Larger urban population centres (CMA/CA),1960,70,25,1,College / Trade,HS or less
18580,Female,1,61.4,28.8,Not at all important,"$25,000 to $49,999","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...",NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),1970,60,25,1,College / Trade,NA
18582,Female,3,57.7,31.3,Somewhat important,"$125,000 and more",Occupations in manufacturing and utilities,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",High school diploma or a high school equivalency certi...,Male,Ontario,Larger urban population centres (CMA/CA),1980,55,30,1,University Undergraduate,HS or less
18588,Female,2,74,21.8,Somewhat important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,70,20,1,HS or less,NA
18589,Female,3,52.2,18,Very important,"$100,000 to $ 124,999","Occupations in education, law and social, community and ...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,Male,Prairie region,Larger urban population centres (CMA/CA),1970,50,15,1,University Undergraduate,NA
18590,Female,1,52.8,24.5,Not very important,"Less than $25,000",NA,University certificate or diploma below the bachelor's level,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),1970,50,20,1,University Undergraduate,NA
18592,Female,3,80,21.8,Very important,"Less than $25,000",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Rural areas and small population centres (non CMA/CA),NA,80,20,1,HS or less,NA
18593,Female,0,63.3,NA,Not at all important,"$50,000 to $74,999",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","College, CEGEP or other non-university certificate or d...",Male,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,60,NA,0,University Undergraduate,College / Trade
18596,Female,0,45.5,NA,Not at all important,"$100,000 to $ 124,999",Occupations in manufacturing and utilities,Less than high school diploma or its equivalent,"College, CEGEP or other non-university certificate or d...",Female,Quebec,Rural areas and small population centres (non CMA/CA),NA,45,NA,0,HS or less,College / Trade
18597,Female,3,52.8,30.1,Somewhat important,"$125,000 and more",Health occupations,"College, CEGEP or other non-university certificate or di...","University certificate, diploma or degree above the ba...",Male,Prairie region,Larger urban population centres (CMA/CA),1980,50,30,1,College / Trade,University Graduate
18600,Female,2,61.8,19.3,Somewhat important,"$50,000 to $74,999",NA,High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,Atlantic region,Rural areas and small population centres (non CMA/CA),1960,60,15,1,HS or less,HS or less
18602,Female,2,65.6,26.3,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),1960,65,25,1,HS or less,NA
18603,Female,2,49.9,34,Somewhat important,"$75,000 to $99,999",Management occupations,University certificate or diploma below the bachelor's level,NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),1990,45,30,1,University Undergraduate,NA
18605,Female,4,80,18,Somewhat important,"$75,000 to $99,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Prairie region,Rural areas and small population centres (non CMA/CA),NA,80,15,1,HS or less,NA
18608,Female,4,64.9,28.7,Very important,"$125,000 and more",NA,"University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Ontario,Larger urban population centres (CMA/CA),1970,60,25,1,University Graduate,University Undergraduate
18610,Female,0,59.9,NA,Not very important,"$25,000 to $49,999","Occupations in education, law and social, community and ...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Less than high school diploma or its equivalent,No Partner,Atlantic region,Larger urban population centres (CMA/CA),NA,55,NA,0,University Undergraduate,HS or less
18612,Female,3,37.7,26.7,Somewhat important,"$75,000 to $99,999","Business, finance, and administration occupations","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","College, CEGEP or other non-university certificate or d...",Male,Ontario,Larger urban population centres (CMA/CA),1990,35,25,1,University Undergraduate,College / Trade
18613,Female,2,77.9,18.8,Not very important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,75,15,1,HS or less,NA
18614,Female,2,33.6,27.3,Not at all important,"$125,000 and more","Occupations in education, law and social, community and ...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",High school diploma or a high school equivalency certi...,Male,Prairie region,Larger urban population centres (CMA/CA),2000,30,25,1,University Undergraduate,HS or less
18616,Female,1,66.8,33.9,Somewhat important,"$25,000 to $49,999",NA,"College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",Male,Ontario,Larger urban population centres (CMA/CA),1970,65,30,1,College / Trade,College / Trade
18617,Female,0,56.3,NA,Not at all important,"Less than $25,000","Trades, transport and equipment operators and related oc...","College, CEGEP or other non-university certificate or di...",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,55,NA,0,College / Trade,NA
18618,Female,1,63.5,NA,Somewhat important,"$75,000 to $99,999",NA,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Atlantic region,Larger urban population centres (CMA/CA),NA,60,NA,1,College / Trade,HS or less
18619,Female,1,80,35.7,Very important,"$25,000 to $49,999",NA,"University certificate, diploma or degree above the bach...",NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),1960,80,35,1,University Graduate,NA
18621,Female,4,41,25.4,Very important,"$50,000 to $74,999",Health occupations,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,No Partner,Quebec,Larger urban population centres (CMA/CA),1990,40,25,1,College / Trade,HS or less
18622,Female,3,34.3,25.3,Very important,"$125,000 and more","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Prairie region,Rural areas and small population centres (non CMA/CA),1990,30,25,1,University Graduate,University Undergraduate
18623,Female,4,53.6,24.1,Somewhat important,"$75,000 to $99,999",Sales and service occupations,High school diploma or a high school equivalency certificate,Less than high school diploma or its equivalent,Male,Ontario,Larger urban population centres (CMA/CA),1970,50,20,1,HS or less,HS or less
18625,Female,2,64.5,30.1,Not at all important,"$25,000 to $49,999",NA,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),1970,60,30,1,College / Trade,NA
18629,Female,2,77.6,NA,Somewhat important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Rural areas and small population centres (non CMA/CA),NA,75,NA,1,HS or less,NA
18630,Female,1,54.1,18,Not very important,"Less than $25,000",Sales and service occupations,Less than high school diploma or its equivalent,NA,No Partner,Quebec,Rural areas and small population centres (non CMA/CA),1970,50,15,1,HS or less,NA
18633,Female,2,55.8,33.5,Very important,"$125,000 and more",Sales and service occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Ontario,Larger urban population centres (CMA/CA),1980,55,30,1,University Undergraduate,University Undergraduate
18635,Female,2,54.3,30.3,Somewhat important,"$125,000 and more","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...","University certificate, diploma or degree above the ba...",Male,Ontario,Larger urban population centres (CMA/CA),1980,50,30,1,University Graduate,University Graduate
18636,Female,0,41.3,NA,Very important,"$125,000 and more","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...",NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,40,NA,0,University Graduate,NA
18638,Female,3,79.8,23.6,Very important,"$25,000 to $49,999",Sales and service occupations,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Atlantic region,Prince Edward Island,NA,75,20,1,College / Trade,NA
18641,Female,0,49.4,NA,Not very important,"$25,000 to $49,999","Occupations in art, culture, recreation and sport","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),NA,45,NA,0,University Undergraduate,NA
18642,Female,0,30.8,NA,Not at all important,"Less than $25,000","Occupations in art, culture, recreation and sport","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),NA,30,NA,0,University Undergraduate,NA
18645,Female,1,72,38.9,Very important,"$100,000 to $ 124,999","Occupations in art, culture, recreation and sport","College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Atlantic region,Prince Edward Island,1970,70,35,1,College / Trade,HS or less
18646,Female,3,74.8,20.6,Very important,"$50,000 to $74,999",NA,High school diploma or a high school equivalency certificate,Less than high school diploma or its equivalent,Male,British Columbia,Larger urban population centres (CMA/CA),NA,70,20,1,HS or less,HS or less
18654,Female,1,54.3,NA,Not very important,"$75,000 to $99,999",Uncodable,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Ontario,Rural areas and small population centres (non CMA/CA),NA,50,NA,1,College / Trade,HS or less
18655,Female,4,79.3,19.8,Very important,"Less than $25,000",NA,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,75,15,1,College / Trade,NA
18659,Female,4,67.6,20.6,Very important,"$125,000 and more",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Ontario,Larger urban population centres (CMA/CA),1960,65,20,1,University Undergraduate,University Undergraduate
18661,Female,3,71.8,25.1,Somewhat important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,University certificate or diploma below the bachelor's level,Male,Quebec,Larger urban population centres (CMA/CA),1960,70,25,1,HS or less,University Undergraduate
18662,Female,0,35.6,NA,Don't know,"$125,000 and more",Natural and applied sciences and related occupations,"University certificate, diploma or degree above the bach...","University certificate, diploma or degree above the ba...",Male,Quebec,Larger urban population centres (CMA/CA),NA,35,NA,0,University Graduate,University Graduate
18663,Female,2,58.1,26.2,Somewhat important,"$125,000 and more",Management occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",High school diploma or a high school equivalency certi...,Male,Prairie region,Larger urban population centres (CMA/CA),1970,55,25,1,University Undergraduate,HS or less
18664,Female,2,41.2,20.9,Not at all important,"$75,000 to $99,999",Health occupations,Trade certificate or diploma,"College, CEGEP or other non-university certificate or d...",Male,Quebec,Rural areas and small population centres (non CMA/CA),1980,40,20,1,College / Trade,College / Trade
18665,Female,4,71.8,18.9,Somewhat important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,Quebec,Rural areas and small population centres (non CMA/CA),NA,70,15,1,HS or less,HS or less
18666,Female,0,25.8,NA,Not at all important,"$125,000 and more",Health occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",No Partner,Quebec,Larger urban population centres (CMA/CA),NA,25,NA,0,University Undergraduate,University Undergraduate
18667,Female,5,65.1,18,Somewhat important,"Less than $25,000",NA,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Atlantic region,Larger urban population centres (CMA/CA),1960,65,15,1,College / Trade,HS or less
18668,Female,2,37.2,31.9,Not at all important,"$125,000 and more","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...","College, CEGEP or other non-university certificate or d...",Male,British Columbia,Larger urban population centres (CMA/CA),2000,35,30,1,University Graduate,College / Trade
18669,Female,3,62.8,20.3,Somewhat important,"$75,000 to $99,999","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...",NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),1960,60,20,1,College / Trade,NA
18670,Female,1,69,18.5,Somewhat important,"$25,000 to $49,999",NA,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Atlantic region,Larger urban population centres (CMA/CA),NA,65,15,1,College / Trade,HS or less
18671,Female,3,45.7,24.5,Not at all important,"$25,000 to $49,999",Health occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Prairie region,Larger urban population centres (CMA/CA),1980,45,20,1,University Undergraduate,University Undergraduate
18672,Female,6,62,27.1,Very important,"$100,000 to $ 124,999","Occupations in education, law and social, community and ...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","University certificate, diploma or degree above the ba...",Male,Atlantic region,Larger urban population centres (CMA/CA),1970,60,25,1,University Undergraduate,University Graduate
18674,Female,2,66.4,28.7,Somewhat important,"$125,000 and more","Business, finance, and administration occupations","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),1970,65,25,1,University Undergraduate,NA
18675,Female,3,75,21.1,Very important,"Less than $25,000",Management occupations,High school diploma or a high school equivalency certificate,NA,No Partner,Prairie region,Rural areas and small population centres (non CMA/CA),NA,75,20,1,HS or less,NA
18677,Female,2,51.6,26.8,Not very important,"$50,000 to $74,999","Occupations in education, law and social, community and ...","College, CEGEP or other non-university certificate or di...",NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),1980,50,25,1,College / Trade,NA
18682,Female,4,72.3,19.8,Very important,"Less than $25,000",NA,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,70,15,1,College / Trade,NA
18683,Female,5,73.5,18,Very important,"$50,000 to $74,999",NA,Less than high school diploma or its equivalent,High school diploma or a high school equivalency certi...,Male,Prairie region,Larger urban population centres (CMA/CA),NA,70,15,1,HS or less,HS or less
18684,Female,0,22.1,NA,Very important,"$25,000 to $49,999",Sales and service occupations,"College, CEGEP or other non-university certificate or di...",Less than high school diploma or its equivalent,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,20,NA,0,College / Trade,HS or less
18688,Female,2,29.7,26.1,Not at all important,"$125,000 and more","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...",Less than high school diploma or its equivalent,Male,British Columbia,Larger urban population centres (CMA/CA),2000,25,25,1,College / Trade,HS or less
18689,Female,1,41.8,25.9,Somewhat important,"$125,000 and more","Occupations in education, law and social, community and ...","College, CEGEP or other non-university certificate or di...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Atlantic region,Rural areas and small population centres (non CMA/CA),1990,40,25,1,College / Trade,University Undergraduate
18690,Female,0,25,NA,Very important,"$50,000 to $74,999","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Ontario,Larger urban population centres (CMA/CA),NA,25,NA,0,University Graduate,University Undergraduate
18691,Female,2,50.3,31.6,Not very important,"$125,000 and more","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Atlantic region,Larger urban population centres (CMA/CA),1980,50,30,1,College / Trade,HS or less
18692,Female,1,77.4,37.6,Very important,"$125,000 and more",NA,"University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Ontario,Larger urban population centres (CMA/CA),1960,75,35,1,University Graduate,University Undergraduate
18693,Female,2,51.6,33.6,Very important,"$100,000 to $ 124,999","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...",NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),1990,50,30,1,University Graduate,NA
18698,Female,3,64.1,18.2,Somewhat important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),1960,60,15,1,HS or less,NA
18699,Female,2,68.9,21.2,Somewhat important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,Less than high school diploma or its equivalent,Male,Atlantic region,Larger urban population centres (CMA/CA),1960,65,20,1,HS or less,HS or less
18700,Female,3,57.9,23.9,Somewhat important,"$125,000 and more",NA,High school diploma or a high school equivalency certificate,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Quebec,Larger urban population centres (CMA/CA),1970,55,20,1,HS or less,University Undergraduate
18701,Female,2,44.6,31.3,Not very important,"$50,000 to $74,999","Business, finance, and administration occupations",Less than high school diploma or its equivalent,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),1990,40,30,1,HS or less,NA
18702,Female,0,32.4,NA,Not very important,"$75,000 to $99,999",Health occupations,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Ontario,Larger urban population centres (CMA/CA),NA,30,NA,0,College / Trade,HS or less
18704,Female,0,31.3,NA,Not very important,"Less than $25,000",Sales and service occupations,"College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",Male,Ontario,Larger urban population centres (CMA/CA),NA,30,NA,0,College / Trade,College / Trade
